203,11,25,Kab. Sukoharjo,991418,0
204,11,26,Kab. Tegal,991219,0
205,11,27,Kab. Temanggung,991340,0
206,11,28,Kab. Wonogiri,991439,0
207,11,29,Kab. Wonosobo,991354,0
208,11,30,Kota Magelang,991485,0
209,11,31,Kota Pekalongan,991464,0
210,11,32,Kota Salatiga,991450,0
211,11,33,Kota Semarang,991443,0
212,11,34,Kota Surakarta,991492,0
213,11,35,Kota Tegal,991471,0
214,12,0,Provinsi DI Yogyakarta,991507,0
215,12,1,Kab. Bantul,991511,0
216,12,2,Kab. Gunung Kidul,991532,0
217,12,3,Kab. Kulon Progo,991549,0
218,12,4,Kab. Sleman,991528,0
219,12,5,Kota Yogyakarta,991553,0
220,13,0,Provinsi Jawa Timur,991560,0
221,13,1,Kab. Bangkalan,991642,0
222,13,2,Kab. Banyuwangi,991670,0
223,13,3,Kab. Blitar,991773,0
224,13,4,Kab. Bojonegoro,991837,0
225,13,5,Kab. Bondowoso,991659,0
226,13,6,Kab. Gresik,991574,0
227,13,7,Kab. Jember,991684,0
228,13,8,Kab. Jombang,991600,0
229,13,9,Kab. Kediri,991731,0
230,13,10,Kab. Lamongan,991858,0
231,13,11,Kab. Lumajang,991727,0
232,13,12,Kab. Madiun,991780,0
233,13,13,Kab. Magetan,991802,0
234,13,14,Kab. Malang,991691,0
235,13,15,Kab. Mojokerto,991581,0
236,13,16,Kab. Nganjuk,991752,0
237,13,17,Kab. Ngawi,991794,0
238,13,18,Kab. Pacitan,991820,0
239,13,19,Kab. Pamekasan,991621,0
240,13,20,Kab. Pasuruan,991706,0
241,13,21,Kab. Ponorogo,991816,0
242,13,22,Kab. Probolinggo,991710,0
243,13,23,Kab. Sampang,991617,0
244,13,24,Kab. Sidoarjo,991595,0
245,13,25,Kab. Situbondo,991663,0
246,13,26,Kab. Sumenep,991638,0
247,13,27,Kab. Trenggalek,991769,0
248,13,28,Kab. Tuban,991841,0
249,13,29,Kab. Tulungagung,991748,0
250,13,30,Kota Blitar,991912,0
251,13,31,Kota Kediri,991926,0
252,13,32,Kota Madiun,991930,0
253,13,33,Kota Malang,991883,0
254,13,34,Kota Mojokerto,991879,0
255,13,35,Kota Pasuruan,991890,0
256,13,36,Kota Probolinggo,991905,0
257,13,37,Kota Surabaya,991862,0
258,13,38,Kota Batu,994761,0
259,14,0,Provinsi Kalimantan Barat,991947,0
260,14,1,Kab. Bengkayang,980227,0
261,14,2,Kab. Landak,980231,0
262,14,3,Kab. Kapuas Hulu,991993,0
263,14,4,Kab. Ketapang,992008,0
264,14,5,Kab. Mempawah,991989,0
265,14,6,Kab. Sambas,991951,0
266,14,7,Kab. Sanggau,991968,0
267,14,8,Kab. Sintang,991972,0
268,14,9,Kota Pontianak,992012,0
269,14,10,Kota Singkawang,994775,0
270,14,11,Kab. Sekadau,987507,0
271,14,12,Kab. Melawi,987492,0
272,14,13,Kab. Kayong Utara,963358,0
273,14,14,Kab. Kubu Raya,975616,0
274,15,0,Provinsi Kalimantan Tengah,992029,0
275,15,1,Kab. Barito Selatan,992054,0
276,15,2,Kab. Barito Utara,992040,0
277,15,3,Kab. Kapuas,992033,0
278,15,4,Kab. Kotawaringin Barat,992075,0
279,15,5,Kab. Kotawaringin Timur,992061,0
280,15,6,Kota Palangkaraya,992082,0
281,15,7,Kab. Katingan,997472,0
282,15,8,Kab. Seruyan,997489,0
283,15,9,Kab. Sukamara,997493,0
284,15,10,Kab. Lamandau,997501,0
285,15,11,Kab. Gunung Mas,997515,0
286,15,12,Kab. Pulang Pisau,997522,0
287,15,13,Kab. Murung Raya,997536,0
288,15,14,Kab. Barito Timur,997540,0
289,16,0,Provinsi Kalimantan Selatan,992164,0
290,16,1,Kab. Banjar,992171,0
291,16,2,Kab. Barito Kuala,992228,0
292,16,3,Kab. Hulu Sungai Selatan,992207,0
293,16,4,Kab. Hulu Sungai Tengah,992211,0
294,16,5,Kab. Hulu Sungai Utara,992253,0
295,16,6,Kab. Kotabaru,992249,0
296,16,7,Kab. Tabalong,992232,0
297,16,8,Kab. Tanah Laut,992185,0
298,16,9,Kab. Tapin,992192,0
299,16,10,Kota Banjarbaru        ,980248,0
300,16,11,Kota Banjarmasin,992260,0
301,16,12,Kab. Balangan,998236,0
302,16,13,Kab. Tanah Bumbu,998222,0
303,17,0,Provinsi Kalimantan Timur,992096,0
304,17,1,Kab. Berau,992139,0
305,17,3,Kab. Kutai Kartanegara,992101,0
306,17,4,Kab. Kutai Barat,980273,0
307,17,5,Kab. Kutai Timur,980280,0
308,17,8,Kab. Paser,992118,0
309,17,9,Kota Balikpapan,992150,0
310,17,10,Kota Bontang,980294,0
311,17,11,Kota Samarinda,992143,0
312,17,13,Kab. Penajam Paser Utara,997561,0
313,17,15,Kab. Mahakam Ulu,999006,0
314,18,0,Provinsi Sulawesi Utara,993021,0
315,18,1,Kab. Bolaang Mongondow,993059,0
316,18,2,Kab. Minahasa,993042,0
317,18,3,Kab. Kepulauan Sangihe,993063,0
318,18,4,Kota Bitung,993091,0
319,18,5,Kota Manado,993070,0
320,18,6,Kab. Kepulauan Talaud,997412,0
321,18,7,Kab. Minahasa Selatan,998240,0
322,18,8,Kota Tomohon,998257,0
323,18,9,Kab. Minahasa Utara,987485,0
324,18,10,Kab. Kep. Siau Tagulandang Biaro,963389,0
325,18,11,Kota Kotamobagu,963395,0
326,18,12,Kab. Bolaang Mongondow Utara,963409,0
327,18,13,Kab. Minahasa Tenggara,963415,0
328,18,14,Kab. Bolaang Mongondow Timur,975022,0
329,18,15,Kab. Bolaang Mongondow Selatan,977860,0
330,19,0,Provinsi Sulawesi Tengah,992960,0
331,19,1,Kab. Banggai,993000,0
332,19,2,Kab. Banggai Kepulauan,980337,0
333,19,3,Kab. Buol,980316,0
334,19,4,Kab. Toli-Toli,992998,0
335,19,5,Kab. Donggala,992981,0
336,19,6,Kab. Morowali,980320,0
337,19,7,Kab. Poso,992977,0
338,19,8,Kota Palu,993017,0
339,19,9,Kab. Parigi Moutong,997582,0
340,19,10,Kab. Tojo Una Una,987471,0
341,19,11,Kab. Sigi,975172,0
342,19,12,Kab. Banggai Laut,999009,0
343,19,13,Kab. Morowali Utara,999013,0
344,20,0,Provinsi Sulawesi Selatan,992722,0
345,20,1,Kab. Bantaeng,992846,0
346,20,2,Kab. Barru,992888,0
347,20,3,Kab. Bone,992778,0
348,20,4,Kab. Bulukumba,992832,0
349,20,5,Kab. Enrekang,992935,0
350,20,6,Kab. Gowa,992740,0
351,20,7,Kab. Jeneponto,992850,0
352,20,8,Kab. Luwu,992811,0
353,20,9,Kab. Luwu Utara,980341,0
354,20,10,Kab. Maros,992799,0
355,20,11,Kab. Pangkajene Kepulauan,992900,0
356,20,12,Kota Palopo,997604,0
357,20,13,Kab. Luwu Timur,928282,0
358,20,14,Kab. Pinrang,992736,0
359,20,15,Kab. Sinjai,992825,0
360,20,16,Kab. Kepulauan Selayar ,992867,0
361,20,17,Kab. Sidenreng Rappang,992892,0
362,20,19,Kab. Soppeng,992914,0
363,20,20,Kab. Takalar,992871,0
364,20,21,Kab. Tana Toraja,992782,0
365,20,22,Kab. Wajo,992757,0
366,20,23,Kota Pare-pare,992956,0
367,20,24,Kota Makassar,992942,0
368,20,25,Kab. Toraja Utara,975327,0
369,21,0,Provinsi Sulawesi Tenggara,993106,0
370,21,1,Kab. Buton,993127,0
371,21,2,Kab. Konawe,993110,0
372,21,3,Kab. Kolaka,993148,0
373,21,4,Kab. Muna,993131,0
374,21,5,Kota Kendari,993326,0
375,21,6,Kota Bau-bau,994782,0
376,21,7,Kab. Konawe Selatan,998304,0
377,21,8,Kab. Bombana,987642,0
378,21,9,Kab. Wakatobi,987638,0
379,21,10,Kab. Kolaka Utara,987443,0
380,21,11,Kab. Konawe Utara,963364,0
381,21,12,Kab. Buton Utara,963370,0
382,21,13,Kab. Konawe Kepulauan,999014,0
383,21,14,Kab. Kolaka Timur,999012,0
384,21,15,Kab. Muna Barat,999915,0
385,21,16,Kab. Buton Tengah,999016,0
386,21,17,Kab. Buton Selatan,999017,0
387,22,0,Provinsi Bali,992274,0
388,22,1,Kab. Badung,992342,0
389,22,2,Kab. Bangli,992338,0
390,22,3,Kab. Buleleng,992281,0
391,22,4,Kab. Gianyar,992317,0
392,22,5,Kab. Jembrana,992295,0
393,22,6,Kab. Karangasem,992321,0
394,22,7,Kab. Klungkung,992300,0
395,22,8,Kab. Tabanan,992359,0
396,22,9,Kota Denpasar,992363,0
397,23,0,Provinsi Nusa Tenggara Barat,992370,0
398,23,1,Kab. Bima,992410,0
399,23,2,Kab. Dompu,992431,0
400,23,3,Kab. Lombok Barat,992384,0
401,23,4,Kab. Lombok Tengah,992391,0
402,23,5,Kab. Lombok Timur,992406,0
403,23,6,Kab. Sumbawa,992427,0
404,23,7,Kota Mataram,992448,0
405,23,8,Kota Bima,997625,0
406,23,9,Kab. Sumbawa Barat,987450,0
407,23,10,Kab. Lombok Utara,975477,0
408,24,0,Provinsi Nusa Tenggara Timur,992452,0
409,24,1,Kab. Alor,992502,0
410,24,2,Kab. Belu,992473,0
411,24,3,Kab. Ende,992537,0
412,24,4,Kab. Flores Timur,992520,0
413,24,5,Kab. Kupang,992469,0
414,24,6,Kab. Lembata,980379,0
415,24,7,Kab. Manggarai,992558,0
416,24,8,Kab. Ngada,992541,0
417,24,9,Kab. Sikka,992516,0
418,24,10,Kab. Sumba Barat,992579,0
419,24,11,Kab. Sumba Timur,992562,0
420,24,12,Kab. Timor Tengah Selatan,992494,0
421,24,13,Kab. Timor Tengah Utara,992480,0
422,24,14,Kota Kupang,993368,0
423,24,15,Kab. Rote Ndao,997578,0
424,24,16,Kab. Manggarai Barat,998510,0
425,24,17,Kab. Nagekeo,963430,0
426,24,18,Kab. Sumba Barat Daya  ,963446,0
427,24,19,Kab. Sumba Tengah      ,963452,0
428,24,20,Kab. Manggarai Timur,975911,0
429,24,21,Kab. Sabu Raijua,978542,0
430,24,22,Kab. Malaka,999007,0
431,25,0,Provinsi Maluku,993152,0
432,25,1,Kab. Maluku Tenggara Barat,980358,0
433,25,2,Kab. Maluku Tengah,993169,0
434,25,3,Kab. Maluku Tenggara,993173,0
435,25,4,Kab. Buru    ,980362,0
436,25,5,Kota Ambon,993202,0
437,25,6,Kab. Seram Bagian Barat,987439,0
438,25,7,Kab. Seram Bagian Timur,987422,0
439,25,8,Kab. Kepulauan Aru,987621,0
440,25,9,Kota Tual,976061,0
441,25,10,Kab. Maluku Barat Daya,975772,0
442,25,11,Kab. Buru Selatan,975622,0
443,26,0,Provinsi Papua,993216,0
444,26,1,Kab. Biak Numfor,993237,0
445,26,2,Kab. Jayapura,993220,0
446,26,3,Kab. Jayawijaya,993290,0
447,26,4,Kab. Merauke,993283,0
448,26,5,Kab. Mimika,993401,0
449,26,6,Kab. Nabire,993305,0
450,26,7,Kab. Paniai,993393,0
451,26,8,Kab. Puncak Jaya,993389,0
452,26,9,Kab. Kepulauan Yapen   ,993258,0
453,26,10,Kota Jayapura,993312,0
454,26,11,Kab. Sarmi,998392,0
455,26,12,Kab. Keerom,998400,0
456,26,13,Kab. Yahukimo,998477,0
457,26,14,Kab. Pegunungan Bintang,998421,0
458,26,15,Kab. Tolikara,998414,0
459,26,16,Kab. Boven Digoel,998388,0
460,26,17,Kab. Mappi,998367,0
461,26,18,Kab. Asmat,998371,0
462,26,19,Kab. Waropen,998460,0
463,26,20,Kab. Supiori,987511,0
464,26,21,Kab. Mamberamo Raya,963461,0
465,26,22,Kab. Mamberamo Tengah,976219,0
466,26,23,Kab. Yalimo,976369,0
467,26,24,Kab. Lanny Jaya,976514,0
468,26,25,Kab. Nduga,976664,0
469,26,26,Kab. Dogiyai,976962,0
470,26,27,Kab. Puncak ,976812,0
471,26,28,Kab. Intan Jaya,978567,0
472,26,29,Kab. Deiyai,978573,0
473,27,0,Provinsi Maluku Utara,980011,0
474,27,1,Kab. Halmahera Tengah,993194,0
475,27,2,Kota Ternate,980028,0
476,27,3,Kab. Halmahera Barat,993180,0
477,27,4,Kab. Halmahera Timur,998346,0
478,27,5,Kab. Halmahera Selatan,998325,0
479,27,6,Kab. Halmahera Utara,998311,0
480,27,7,Kab. Kepulauan Sula,998332,0
481,27,8,Kota Tidore Kepulauan,998350,0
482,27,9,Kab. Pulau Morotai,978551,0
483,27,10,Kab. Pulau Taliabu,999010,0
484,28,0,Provinsi Banten,993809,0
485,28,1,Kab. Lebak,990917,0
486,28,2,Kab. Pandeglang,990900,0
487,28,3,Kab. Serang,990895,0
488,28,4,Kab. Tangerang,990921,0
489,28,5,Kota Cilegon,980049,0
490,28,6,Kota Tangerang,991134,0
491,28,7,Kota Serang,975461,0
492,28,8,Kota Tangerang Selatan,978454,0
493,29,0,Provinsi  Bangka Belitung,993813,0
494,29,1,Kab. Bangka,990629,0
495,29,2,Kab. Belitung,990612,0
496,29,3,Kota Pangkal Pinang ,990701,0
497,29,4,Kab. Bangka Selatan,998189,0
498,29,5,Kab. Bangka Tengah,998172,0
499,29,6,Kab. Bangka Barat,998168,0
500,29,7,Kab. Belitung Timur,998193,0
501,30,0,Provinsi Gorontalo,993820,0
502,30,1,Kab. Boalemo,980302,0
503,30,2,Kab. Gorontalo,993038,0
504,30,3,Kota Gorontalo,993084,0
505,30,4,Kab. Pohuwato,998261,0
506,30,5,Kab. Bone Bolango,998278,0
507,30,14,Kab. Gorontalo Utara,963421,0
508,31,0,Provinsi Kepulauan Riau,998840,0
509,31,1,Kab. Natuna,980121,0
510,31,2,Kab. Kepulauan Anambas,977412,0
511,31,3,Kab. Karimun,980117,0
512,31,4,Kota Batam,990523,0
513,31,5,Kota Tanjung Pinang,994708,0
514,31,6,Kab. Lingga,987464,0
515,31,7,Kab. Bintan,990480,0
516,32,0,Provinsi Papua Barat,998854,0
517,32,1,Kab. Fak Fak,993279,0
518,32,2,Kab. Manokwari,993241,0
519,32,3,Kab. Sorong,993262,0
520,32,4,Kota Sorong,980383,0
521,32,5,Kab. Raja Ampat,998456,0
522,32,6,Kab. Sorong Selatan,998442,0
523,32,7,Kab. Teluk Bintuni,998481,0
524,32,8,Kab. Teluk Wondama,998498,0
525,32,9,Kab. Kaimana,998435,0
526,32,10,Kab. Maybrat,978582,0
527,32,11,Kab. Tambrauw,978598,0
528,32,12,Kab. Manokwari Selatan,999004,0
529,32,13,Kab. Pegunungan Arfak,999005,0
530,33,0,Provinsi Sulawesi Barat,955383,0
531,33,1,Kab. Majene,992804,0
532,33,2,Kab. Mamuju,992761,0
533,33,3,Kab. Polewali Mandar,992921,0
534,33,4,Kab. Mamasa,997599,0
535,33,5,Kab. Mamuju Utara,998299,0
536,33,6,Kab. Mamuju Tengah,999008,0
537,34,0,Provinsi Kalimantan Utara,999001,0
538,34,1,Kab. Bulungan,992122,0
539,34,2,Kab. Malinau,980269,0
540,34,3,Kab. Nunukan,980252,0
541,34,4,Kota Tarakan,941901,0
542,34,5,Kab. Tana Tidung,975766,0
